shm_addr = 7000
shm_addr = 7000
shm_addr = 7000
shm_addr = 7000
shm_addr = 7000
shm_addr = 7000
shm_addr = 7000
shm_addr = 7000
shm_addr = 7000
shm_addr = 7000
shm_addr = 7000
======================================
 all_ops == 1000000
 test_time == 9.936072
 Throughput == 100643.393083
 ======================================
10        Threads
1         Connections per thread
100000    Requests per client


ALL STATS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets        98370.26          ---          ---      0.09700      7578.31 
Gets            0.00         0.00         0.00      0.00000         0.00 
Waits           0.00          ---          ---      0.00000          --- 
Totals      98370.26         0.00         0.00      0.09700      7578.31 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.025         0.00
SET       0.026         0.00
SET       0.027         0.00
SET       0.028         0.02
SET       0.029         0.04
SET       0.030         0.07
SET       0.031         0.24
SET       0.032         0.46
SET       0.033         0.50
SET       0.034         0.52
SET       0.035         0.53
SET       0.036         0.53
SET       0.037         0.54
SET       0.038         0.58
SET       0.039         0.66
SET       0.040         0.75
SET       0.041         0.80
SET       0.042         0.82
SET       0.043         0.83
SET       0.044         0.83
SET       0.045         0.84
SET       0.046         0.84
SET       0.047         0.84
SET       0.048         0.84
SET       0.049         0.85
SET       0.050         0.87
SET       0.051         0.89
SET       0.052         0.95
SET       0.053         1.04
SET       0.054         1.15
SET       0.055         1.22
SET       0.056         1.26
SET       0.057         1.28
SET       0.058         1.29
SET       0.059         1.31
SET       0.060         1.33
SET       0.061         1.37
SET       0.062         1.40
SET       0.063         1.45
SET       0.064         1.49
SET       0.065         1.54
SET       0.066         1.61
SET       0.067         1.69
SET       0.068         1.83
SET       0.069         2.05
SET       0.070         2.40
SET       0.071         2.93
SET       0.072         3.66
SET       0.073         4.70
SET       0.074         6.06
SET       0.075         7.62
SET       0.076         9.35
SET       0.077        11.07
SET       0.078        12.73
SET       0.079        14.32
SET       0.080        15.95
SET       0.081        17.62
SET       0.082        19.40
SET       0.083        21.40
SET       0.084        23.73
SET       0.085        26.45
SET       0.086        29.63
SET       0.087        33.12
SET       0.088        36.63
SET       0.089        39.77
SET       0.090        42.47
SET       0.091        44.74
SET       0.092        46.75
SET       0.093        48.66
SET       0.094        50.57
SET       0.095        52.64
SET       0.096        54.85
SET       0.097        57.24
SET       0.098        59.59
SET       0.099        61.76
SET       0.100        69.16
SET       0.110        81.47
SET       0.120        89.80
SET       0.130        95.62
SET       0.140        98.61
SET       0.150        99.38
SET       0.160        99.64
SET       0.170        99.81
SET       0.180        99.85
SET       0.190        99.88
SET       0.200        99.90
SET       0.210        99.92
SET       0.220        99.94
SET       0.230        99.95
SET       0.240        99.96
SET       0.250        99.97
SET       0.260        99.97
SET       0.270        99.97
SET       0.280        99.98
SET       0.290        99.98
SET       0.300        99.98
SET       0.310        99.99
SET       0.320        99.99
SET       0.330        99.99
SET       0.340        99.99
SET       0.350        99.99
SET       0.360        99.99
SET       0.370        99.99
SET       0.380        99.99
SET       0.390        99.99
SET       0.400        99.99
SET       0.420        99.99
SET       0.430        99.99
SET       0.440        99.99
SET       0.450        99.99
SET       0.460        99.99
SET       0.470        99.99
SET       0.480        99.99
SET       0.490       100.00
SET       0.500       100.00
SET       0.510       100.00
SET       0.520       100.00
SET       0.530       100.00
SET       0.540       100.00
SET       0.550       100.00
SET       0.580       100.00
SET       0.750       100.00
SET       0.760       100.00
SET       0.770       100.00
SET       0.780       100.00
SET       0.820       100.00
SET       0.830       100.00
SET       0.840       100.00
SET       0.850       100.00
SET       0.860       100.00
SET       0.870       100.00
SET       0.890       100.00
SET       2.900       100.00
SET       3.000       100.00
SET       3.100       100.00
---
---
